"biotypes"	"length"	"gc"
"PHEX-AS1"	"unknown"	1907.0	42.527530152071314
"PTCHD1-AS"	"unknown"	557.0	47.93536804308797
"ZNF645"	"unknown"	1547.0	42.016806722689076
"DDX53"	"unknown"	2129.0	41.240018788163454
"PTCHD1"	"unknown"	5291.0	43.92364392364392
"PRDX4"	"unknown"	921.0	49.5114006514658
"ACOT9"	"unknown"	1713.5	46.893167342211925
"SAT1"	"unknown"	1132.0	43.63958357289078
"APOO"	"unknown"	1050.5	48.38489212566567
"CXorf58"	"unknown"	1544.0	41.159293048822384
"KLHL15"	"unknown"	6276.0	37.205226258763545
"EIF2S3"	"unknown"	3466.0	40.96941719561454
"ZFX-AS1"	"unknown"	417.0	43.884892086330936
"ZFX"	"unknown"	7415.0	38.90394405715872
"SUPT20HL2"	"unknown"	2454.0	54.76772616136919
"SUPT20HL1"	"unknown"	2664.0	54.87987987987988
"PDK3"	"unknown"	7291.0	43.70944566092362
"PCYT1B"	"unknown"	5421.666666666667	47.79415908058053
"PCYT1B-AS1"	"unknown"	275.0	44.0
"POLA1"	"unknown"	5439.0	42.78359992645707
"SCARNA23"	"unknown"	130.0	34.61538461538461
"ARX"	"unknown"	2874.0	62.8044537230341
"MAGEB18"	"unknown"	1812.0	43.322295805739515
"MAGEB6"	"unknown"	1949.0	46.79322729604925
"MAGEB5"	"unknown"	1216.0	44.73684210526316
"VENTXP1"	"unknown"	2716.0	39.50662739322533
"PPP4R3CP"	"unknown"	3131.0	37.719578409453845
"DCAF8L2"	"unknown"	2013.0	50.76999503229011
"MAGEB10"	"unknown"	1953.0	47.363031233998974
"DCAF8L1"	"unknown"	3457.0	41.77032108764825
"MIR6134"	"unknown"	109.0	48.62385321100918
"IL1RAPL1"	"unknown"	2679.0	43.07577454273983
"MIR4666B"	"unknown"	81.0	38.27160493827161
"MAGEB2"	"unknown"	1612.0	46.09181141439206
"MAGEB3"	"unknown"	2306.0	45.40329575021683
"MAGEB4"	"unknown"	2252.0	43.07282415630551
"MAGEB1"	"unknown"	1785.0	46.87328551956904
"NR0B1"	"unknown"	1585.0	60.37854889589905
"CXorf21"	"unknown"	1927.0	43.38349766476388
"GK"	"unknown"	4524.5	38.13629545147355
"TAB3"	"unknown"	6787.0	41.108000589362014
"FTHL17"	"unknown"	813.0	59.16359163591636
"DMD"	"unknown"	8095.823529411765	41.951711769694974
"MIR3915"	"unknown"	97.0	36.08247422680412
"MIR548F5"	"unknown"	86.0	30.232558139534884
"FAM47A"	"unknown"	2579.0	54.090732842186895
"TMEM47"	"unknown"	4054.0	39.17118894918599
"FAM47B"	"unknown"	2122.0	53.53440150801131
"MAGEB16"	"unknown"	1818.0	45.984598459845984
"CFAP47"	"unknown"	6778.0	38.60533688579011
"RP11-87M18.2"	"unknown"	1861.0	40.085975282106396
"FAM47C"	"unknown"	3308.0	57.16444981862152
"FTH1P18"	"unknown"	913.0	62.32201533406353
"PRRG1"	"unknown"	3991.8	40.08944271766263
"LANCL3"	"unknown"	3290.5	48.155878233103024
"XK"	"unknown"	5085.0	40.96361848574238
"CYBB"	"unknown"	4318.0	40.898564150069475
"DYNLT3"	"unknown"	2216.0	34.611913357400724
"HYPM"	"unknown"	501.0	48.10379241516966
"SYTL5"	"unknown"	4749.333333333333	42.64445291899556
"MIR548AJ2"	"unknown"	92.0	28.26086956521739
"SRPX"	"unknown"	1813.25	50.24934480324528
"RPGR"	"unknown"	3895.0	41.785318251466016
"OTC"	"unknown"	1647.0	41.469338190649665
"TSPAN7"	"unknown"	1806.0	48.17275747508306
"MID1IP1-AS1"	"unknown"	696.0	59.339080459770116
"MID1IP1"	"unknown"	2565.0	56.879779548036176
"LINC01281"	"unknown"	1773.0	47.151720248166946
"LINC01282"	"unknown"	880.0	49.20454545454545
"MIR3937"	"unknown"	106.0	54.716981132075475
"MIR1587"	"unknown"	53.0	60.37735849056604
"BCOR"	"unknown"	6368.5	51.543033145026705
"LOC101927476"	"unknown"	3001.0	45.884705098300564
"ATP6AP2"	"unknown"	2036.0	40.47151277013752
"MPC1L"	"unknown"	574.0	55.749128919860624
"CXorf38"	"unknown"	4250.0	46.65882352941176
"MED14"	"unknown"	6768.0	42.523640661938536
"MED14OS"	"unknown"	904.0	50.2212389380531
"LOC100132831"	"unknown"	1980.0	59.24242424242424
"USP9X"	"unknown"	12377.0	40.53485879680059
"DDX3X"	"unknown"	3861.4	42.733635508703195
"NYX"	"unknown"	2629.0	63.40813997717763
"CASK"	"unknown"	8249.0	42.92226360687054
"GPR34"	"unknown"	1890.0	34.78806135343197
"GPR82"	"unknown"	3349.0	35.980889817856074
"PPP1R2P9"	"unknown"	870.0	50.57471264367816
"LOC101927501"	"unknown"	2228.0	39.497307001795335
"MAOA"	"unknown"	5384.0	47.956890121423356
"MAOB"	"unknown"	2595.0	48.82466281310212
"NDP"	"unknown"	2004.0	46.10778443113772
"EFHC2"	"unknown"	3252.0	38.49938499384994
"FUNDC1"	"unknown"	1170.0	40.256410256410255
"DUSP21"	"unknown"	886.0	51.01580135440181
"KDM6A"	"unknown"	5703.428571428572	43.377015972205584
"CXorf36"	"unknown"	3584.0	49.659161796572334
"LINC01204"	"unknown"	2569.0	40.19105814633158
"LOC392452"	"unknown"	670.0	42.38805970149254
"MIR221"	"unknown"	110.0	47.27272727272727
"MIR222"	"unknown"	110.0	50.90909090909091
"LOC401585"	"unknown"	375.0	51.733333333333334
"LINC01186"	"unknown"	655.0	40.76335877862596
"KRBOX4"	"unknown"	2456.5	43.88432959630037
"ZNF674"	"unknown"	4080.0	40.024424705444574
"ZNF674-AS1"	"unknown"	2148.0	43.435754189944134
"CHST7"	"unknown"	2474.0	62.36863379143088
"SLC9A7"	"unknown"	10023.5	44.98428644015584
"RP2"	"unknown"	3829.0	36.38025594149909
"LINC01545"	"unknown"	520.0	45.38461538461539
"JADE3"	"unknown"	4824.0	44.39750492881037
"RGN"	"unknown"	2035.75	50.375029342605686
"NDUFB11"	"unknown"	1109.0	58.385028007833085
"RBM10"	"unknown"	3314.6	60.45719044172434
"UBA1"	"unknown"	3563.0	56.83142302468325
"INE1"	"unknown"	1008.0	51.09126984126984
"CDK16"	"unknown"	3143.6666666666665	57.88008648379599
"USP11"	"unknown"	3290.0	56.68693009118541
"ZNF157"	"unknown"	1695.0	46.017699115044245
"SNORA11C"	"unknown"	127.0	51.181102362204726
"ZNF41"	"unknown"	4311.5	44.865638956147436
"LINC01560"	"unknown"	2512.0	46.53662420382165
"ARAF"	"unknown"	2131.0	54.42474467510602
"SYN1"	"unknown"	3191.0	61.752218594948786
"TIMP1"	"unknown"	916.0	58.4061135371179
"MIR4769"	"unknown"	77.0	55.84415584415584
"CFP"	"unknown"	1656.0	62.84682720378302
"ELK1"	"unknown"	2590.0	56.45307850263426
"UXT"	"unknown"	687.25	53.91026431635284
"UXT-AS1"	"unknown"	565.0	55.2212389380531
"CXXC1P1"	"unknown"	1897.0	48.60305745914602
"ZNF81"	"unknown"	7859.0	41.50655299656445
"ZNF182"	"unknown"	3558.0	42.859046192915336
"SPACA5"	"unknown"	732.0	49.72677595628415
"SPACA5B"	"unknown"	595.0	48.57142857142857
"ZNF630-AS1"	"unknown"	396.0	41.41414141414141
"ZNF630"	"unknown"	2691.0	43.714606628099375
"SSX6"	"unknown"	1286.0	48.211508553654745
"SSX5"	"unknown"	1322.5	47.436317630287
"SSX1"	"unknown"	1341.0	46.63366050036962
"SSX9"	"unknown"	580.0	45.0
"SSX3"	"unknown"	1319.0	45.564821834723276
"SSX4B"	"unknown"	1160.0	47.62367111715646
"SSX4"	"unknown"	1149.0	47.557117523337666
"SLC38A5"	"unknown"	1993.0	57.85248369292524
"FTSJ1"	"unknown"	1983.6666666666667	52.627134474179236
"PORCN"	"unknown"	1886.2	58.59456081101615
"EBP"	"unknown"	1157.0	54.191875540190146
"TBC1D25"	"unknown"	3812.0	56.13850996852046
"RBM3"	"unknown"	4432.0	46.48014440433213
"WDR13"	"unknown"	2225.3333333333335	62.403283915192084
"WAS"	"unknown"	1830.0	60.65573770491803
"SUV39H1"	"unknown"	2859.5	57.60222278094386
"GLOD5"	"unknown"	737.0	52.78154681139756
"GATA1"	"unknown"	1479.0	60.71670047329277
"HDAC6"	"unknown"	4099.0	57.696999268114176
"ERAS"	"unknown"	826.0	63.68038740920097
"PCSK1N"	"unknown"	1057.0	74.36140018921476
"TIMM17B"	"unknown"	1025.0	61.09090909090909
"PQBP1"	"unknown"	934.1111111111111	58.36920496920435
"SLC35A2"	"unknown"	2139.125	57.08233615720201
"PIM2"	"unknown"	2187.0	55.7384545038866
"OTUD5"	"unknown"	2732.25	58.27863267549852
"KCND1"	"unknown"	4720.0	58.15677966101695
"GRIPAP1"	"unknown"	3034.0	55.932762030323005
"TFE3"	"unknown"	3418.5	59.73391637853585
"CCDC120"	"unknown"	3829.6666666666665	62.01057739205078
"PRAF2"	"unknown"	1308.0	59.9388379204893
"WDR45"	"unknown"	1760.0	56.10886949462147
"GPKOW"	"unknown"	1746.0	56.87285223367697
"MAGIX"	"unknown"	2652.0	59.889003964468635
"PLP2"	"unknown"	1048.0	53.33969465648855
"PRICKLE3"	"unknown"	2782.5	58.955383819603696
"SYP"	"unknown"	2433.0	58.281956432388
"SYP-AS1"	"unknown"	669.0	51.86846038863976
"CACNA1F"	"unknown"	5994.0	56.32076809712581
"CCDC22"	"unknown"	2319.0	62.095730918499356
"FOXP3"	"unknown"	2329.5	59.7737588346503
"PPP1R3F"	"unknown"	2958.5	59.39593759268312
"GAGE10"	"unknown"	561.0	50.80213903743316
"GAGE12D"	"unknown"	585.0	52.014652014652015
"GAGE12J"	"unknown"	571.0	51.838879159369526
"GAGE2D"	"unknown"	564.0	51.95035460992908
"GAGE13"	"unknown"	543.0	51.01289134438306
"GAGE2E"	"unknown"	520.0	50.19230769230769
"GAGE8"	"unknown"	520.0	50.38461538461539
"GAGE12F"	"unknown"	598.0	52.61984392419175
"GAGE12G"	"unknown"	563.6666666666666	51.685448793989714
"GAGE4"	"unknown"	526.0	51.140684410646394
"GAGE6"	"unknown"	525.0	51.04761904761906
"GAGE5"	"unknown"	522.0	50.383141762452105
"GAGE12I"	"unknown"	502.0	50.0
"GAGE7"	"unknown"	497.0	50.30181086519115
"GAGE12C"	"unknown"	564.0	51.625295508274235
"GAGE12E"	"unknown"	564.0	51.625295508274235
"GAGE12H"	"unknown"	564.0	51.551418439716315
"GAGE12B"	"unknown"	465.0	53.11827956989247
"GAGE2A"	"unknown"	542.0	51.66051660516605
"GAGE2C"	"unknown"	538.0	51.486988847583646
"GAGE2B"	"unknown"	509.0	51.66994106090373
"GAGE1"	"unknown"	3069.5	41.01594101044546
"PAGE1"	"unknown"	664.0	51.355421686746986
"PAGE4"	"unknown"	560.0	43.75
"USP27X-AS1"	"unknown"	2290.0	52.22707423580786
"USP27X"	"unknown"	2698.0	48.072646404744255
"CLCN5"	"unknown"	7926.8	44.795224951638836
"MIR532"	"unknown"	91.0	53.84615384615385
"MIR188"	"unknown"	86.0	58.13953488372093
"MIR500A"	"unknown"	84.0	55.95238095238095
"MIR362"	"unknown"	64.0	42.1875
"MIR501"	"unknown"	84.0	53.57142857142857
"MIR500B"	"unknown"	79.0	55.69620253164557
"MIR660"	"unknown"	97.0	49.48453608247423
"MIR502"	"unknown"	86.0	55.81395348837209
"AKAP4"	"unknown"	2863.0	46.35071668265937
"CCNB3"	"unknown"	2855.0	44.37426518699818
"DGKK"	"unknown"	7409.0	46.64597111621001
"SHROOM4"	"unknown"	7781.5	50.93018146452902
"BMP15"	"unknown"	1262.0	49.841521394611725
"LINC01284"	"unknown"	742.0	47.57412398921833
"NUDT10"	"unknown"	1969.5	45.47068570977669
"CXorf67"	"unknown"	1923.0	60.9984399375975
"NUDT11"	"unknown"	2396.0	42.863105175292155
"LINC01496"	"unknown"	543.0	43.646408839779006
"CENPVP2"	"unknown"	1302.0	54.53149001536098
"CENPVP1"	"unknown"	1302.0	54.53149001536098
"GSPT2"	"unknown"	2846.0	45.08081517919888
"MAGED1"	"unknown"	2770.3333333333335	54.355684607053156
"MAGED4"	"unknown"	2607.25	59.49623487373913
"MAGED4B"	"unknown"	2607.25	59.49623487373913
"SNORA11D"	"unknown"	127.0	55.118110236220474
"SNORA11E"	"unknown"	127.0	55.118110236220474
"MIR8088"	"unknown"	86.0	52.325581395348834
"XAGE2"	"unknown"	641.0	47.113884555382214
"XAGE1B"	"unknown"	612.3333333333334	51.673867700671735
"XAGE1E"	"unknown"	612.3333333333334	51.673867700671735
"SSX8"	"unknown"	1447.0	46.9937802349689
"SSX7"	"unknown"	1340.0	47.23880597014925
"SSX2B"	"unknown"	1403.6666666666667	47.13672204713384
"SSX2"	"unknown"	1404.6666666666667	47.174425693761386
"SPANXN5"	"unknown"	561.0	43.850267379679146
"XAGE5"	"unknown"	477.0	44.23480083857442
"XAGE3"	"unknown"	500.5	47.117597698393666
"FAM156A"	"unknown"	1909.4545454545455	55.55461990281553
"FAM156B"	"unknown"	1699.0	55.503237198351975
"GPR173"	"unknown"	4251.0	54.41072688779111
"TSPYL2"	"unknown"	2828.0	55.94059405940594
"KANTR"	"unknown"	2423.0	53.115971935617004
"KDM5C"	"unknown"	6605.666666666667	55.43508159903437
"MIR6895"	"unknown"	78.0	53.84615384615385
"MIR6894"	"unknown"	57.0	59.64912280701754
"IQSEC2"	"unknown"	4068.3333333333335	60.4418658725306
"SMC1A"	"unknown"	9857.0	47.179214023923805
"MIR6857"	"unknown"	93.0	56.98924731182796
"RIBC1"	"unknown"	1591.3333333333333	51.324637105633684
"HSD17B10"	"unknown"	949.5	57.50359453630482
"HUWE1"	"unknown"	14741.0	50.71569093005902
"MIR98"	"unknown"	119.0	42.857142857142854
"MIRLET7F2"	"unknown"	83.0	42.16867469879518
"PHF8"	"unknown"	5045.0	51.58904453136631
"FAM120C"	"unknown"	5597.333333333333	52.20386277101837
"WNK3"	"unknown"	11257.5	40.248683445872395
"TSR2"	"unknown"	1325.0	54.0377358490566
"FGD1"	"unknown"	4275.0	61.98830409356725
"GNL3L"	"unknown"	8631.5	45.42644454577267
"ITIH6"	"unknown"	4968.0	52.97906602254428
"MAGED2"	"unknown"	2147.6666666666665	54.442502672457834
"SNORA11"	"unknown"	131.0	54.19847328244275
"TRO"	"unknown"	2879.375	51.807004263336786
"PFKFB1"	"unknown"	1674.75	50.97298142133826
"APEX2"	"unknown"	2004.5	56.251611664334895
"ALAS2"	"unknown"	1988.6666666666667	55.112384095595154
"PAGE2B"	"unknown"	508.0	44.68503937007874
"PAGE2"	"unknown"	501.0	43.712574850299404
"FAM104B"	"unknown"	1202.75	39.92751638624054
"MTRNR2L10"	"unknown"	1121.0	38.983050847457626
"PAGE5"	"unknown"	651.5	47.569062506030605
"PAGE3"	"unknown"	679.6666666666666	50.06303144965816
"LOC100421746"	"unknown"	510.0	45.09803921568628
"MIR4536-2"	"unknown"	88.0	32.95454545454545
"MIR4536-1"	"unknown"	88.0	32.95454545454545
"MAGEH1"	"unknown"	1480.0	48.04054054054054
"USP51"	"unknown"	4403.0	41.72155348625937
"FOXR2"	"unknown"	2789.0	40.982430978845464
"RRAGB"	"unknown"	2165.0	45.476667077156335
"KLF8"	"unknown"	5121.0	43.37875924907482
"UBQLN2"	"unknown"	3418.0	48.18607372732592
"LINC01420"	"unknown"	694.0	47.83861671469741
"UQCRBP1"	"unknown"	797.0	37.0138017565872
"SPIN3"	"unknown"	3073.5	43.77475158075313
"SPIN2B"	"unknown"	1109.4	50.495389883327114
"SPIN2A"	"unknown"	1319.0	47.99090219863533
"FAAH2"	"unknown"	2012.0	45.82504970178926
"ZXDB"	"unknown"	5642.0	46.56150301311592
"ZXDA"	"unknown"	5204.0	46.86779400461184
"SPIN4"	"unknown"	4112.0	37.3784046692607
"LINC01278"	"unknown"	2886.0	48.82189882189882
"ARHGEF9"	"unknown"	5187.333333333333	47.7459556165978
"ARHGEF9-IT1"	"unknown"	394.0	43.401015228426395
"MIR1468"	"unknown"	86.0	44.18604651162791
"AMER1"	"unknown"	8443.0	51.24955584507877
"ASB12"	"unknown"	1293.0	53.1322505800464
"MTMR8"	"unknown"	2661.0	46.03532506576475
"ZC4H2"	"unknown"	2844.2	46.18536773985692
"ZC3H12B"	"unknown"	7256.0	42.46141124586549
"LAS1L"	"unknown"	2413.0	54.29098460115915
"FRMD8P1"	"unknown"	1800.0	65.5
"MSN"	"unknown"	3970.0	50.32745591939547
"MIR223"	"unknown"	110.0	53.63636363636363
"VSIG4"	"unknown"	1808.4	51.88337242317552
"HEPH"	"unknown"	4279.0	49.14450747097363
"EDA2R"	"unknown"	3440.3333333333335	45.209107802133815
"AR"	"unknown"	9381.5	45.736608308691075
"OPHN1"	"unknown"	7531.0	44.535918204753685
"YIPF6"	"unknown"	6217.5	39.20332383811656
"STARD8"	"unknown"	4883.333333333333	57.79477561850968
"EFNB1"	"unknown"	3330.0	60.42042042042042
"PJA1"	"unknown"	2583.3333333333335	49.95454811083476
"LINC00269"	"unknown"	2173.0	50.161067648412335
"FAM155B"	"unknown"	4019.0	58.87036576262752
"EDA"	"unknown"	3519.0	56.23539844839992
"MIR676"	"unknown"	67.0	44.776119402985074
"AWAT2"	"unknown"	2124.0	49.67043314500942
"OTUD6A"	"unknown"	1689.0	57.608052101835405
"IGBP1"	"unknown"	1660.0	48.6144578313253
"DGAT2L6"	"unknown"	1711.0	47.10695499707773
"AWAT1"	"unknown"	1399.0	52.39456754824875
"P2RY4"	"unknown"	1639.0	56.863941427699814
"ARR3"	"unknown"	1309.0	52.330022918258216
"RAB41"	"unknown"	1071.0	46.591970121381884
"PDZD11"	"unknown"	1246.0	47.43178170144462
"KIF4A"	"unknown"	4501.0	46.43412574983337
"GDPD2"	"unknown"	2241.25	54.83383740297042
"DLG3"	"unknown"	5210.0	50.25373770793482
"DLG3-AS1"	"unknown"	417.5	51.4543135249434
"TEX11"	"unknown"	3079.0	40.737538674534534
"SLC7A3"	"unknown"	2255.0	52.08467022138768
"SNX12"	"unknown"	2350.0	51.38243601272531
"FOXO4"	"unknown"	3265.5	55.773559580072
"CXorf65"	"unknown"	872.5	47.222484976995815
"IL2RG"	"unknown"	1532.0	50.97911227154047
"MED12"	"unknown"	6969.0	54.7137322427895
"NLGN3"	"unknown"	3925.0	55.88214699385818
"GJB1"	"unknown"	1628.5	57.74986591796971
"ZMYM3"	"unknown"	4802.25	55.26970184059297
"NONO"	"unknown"	3066.25	49.68268438041668
"ITGB1BP2"	"unknown"	1155.5	50.394488082730305
"TAF1"	"unknown"	6367.2307692307695	46.888461960821196
"INGX"	"unknown"	769.0	55.39661898569571
"OGT"	"unknown"	5467.0	42.33582567158362
"ACRC"	"unknown"	3178.0	46.72750157331655
"CXCR3"	"unknown"	1746.0	61.79734390987437
"LOC100132741"	"unknown"	1064.0	47.556390977443606
"LINC00891"	"unknown"	1064.0	47.556390977443606
"CXorf49B"	"unknown"	1851.0	63.53322528363047
"CXorf49"	"unknown"	1851.0	63.53322528363047
"NHSL2"	"unknown"	3678.0	55.95432300163132
"RPS26P11"	"unknown"	553.0	49.72875226039783
"RGAG4"	"unknown"	4338.0	56.500691562932225
"FLJ44635"	"unknown"	2269.0	43.102688408990744
"PIN4"	"unknown"	1393.0	41.808763274384866
"ERCC6L"	"unknown"	4207.0	40.31376277632517
"RPS4X"	"unknown"	956.0	49.26778242677824
"CITED1"	"unknown"	975.75	57.4603413079161
"HDAC8"	"unknown"	1734.5714285714287	45.84498537886801
"PHKA1"	"unknown"	6076.0	44.973366321706074
"LOC101928259"	"unknown"	599.0	42.404006677796325
"FAM226B"	"unknown"	2023.0	52.15027187345527
"FAM226A"	"unknown"	2023.0	52.15027187345527
"LINC00684"	"unknown"	459.0	59.58911913408816
"LOC100132304"	"unknown"	459.0	59.58911913408816
"DMRTC1"	"unknown"	1100.0	52.81818181818182
"DMRTC1B"	"unknown"	1100.0	52.81818181818182
"PABPC1L2B-AS1"	"unknown"	1167.0	51.49957155098543
"PABPC1L2B"	"unknown"	2200.0	49.77272727272727
"PABPC1L2A"	"unknown"	2175.0	50.4367816091954
"NAP1L6"	"unknown"	2044.0	48.18982387475538
"NAP1L2"	"unknown"	2574.0	40.32634032634033
"CDX4"	"unknown"	855.0	55.55555555555556
"MAP2K4P1"	"unknown"	2539.0	43.40291453328082
"CHIC1"	"unknown"	6882.5	34.950893326868226
"TSIX"	"unknown"	37027.0	40.63791287438896
"XIST"	"unknown"	19280.0	41.21369294605809
"JPX"	"unknown"	1670.0	49.10179640718563
"FTX"	"unknown"	2356.0	40.95925297113752
"MIR421"	"unknown"	85.0	38.8235294117647
"MIR374B"	"unknown"	72.0	41.666666666666664
"MIR374C"	"unknown"	70.0	41.42857142857143
"MIR545"	"unknown"	106.0	41.509433962264154
"MIR374A"	"unknown"	72.0	31.944444444444443
"ZCCHC13"	"unknown"	845.0	51.59763313609467
"SLC16A2"	"unknown"	4141.0	53.272156483941075
"RLIM"	"unknown"	10598.0	39.45563303561343
"KIAA2022"	"unknown"	11717.0	40.90637535205257
"ABCB7"	"unknown"	2462.6	43.214912441350556
"UPRT"	"unknown"	2548.0	41.928092466093084
"ZDHHC15"	"unknown"	4457.0	43.529386097509736
"TTC3P1"	"unknown"	2542.0	44.413847364280095
"MAGEE2"	"unknown"	2257.0	46.87638458130262
"PBDC1"	"unknown"	1198.5	45.47560203008932
"MAGEE1"	"unknown"	3701.0	54.17454741961632
"MIR325HG"	"unknown"	1013.0	40.86433872515249
"MIR384"	"unknown"	88.0	27.272727272727273
"MIR325"	"unknown"	98.0	42.857142857142854
"FGF16"	"unknown"	624.0	56.08974358974359
"ATRX"	"unknown"	11163.0	36.93447247766058
"MAGT1"	"unknown"	4021.0	40.76100472519274
"COX7B"	"unknown"	456.0	41.44736842105263
"ATP7A"	"unknown"	7454.0	38.47387058239272
"PGAM4"	"unknown"	1678.0	50.595947556615016
"PGK1"	"unknown"	2423.0	45.687164671894344
"TAF9B"	"unknown"	2689.0	37.00260319821495
"CYSLTR1"	"unknown"	2790.0	36.3309500286699
"ZCCHC5"	"unknown"	2648.0	48.036253776435046
"LPAR4"	"unknown"	2386.0	38.33339391645026
"MIR4328"	"unknown"	56.0	44.642857142857146
"P2RY10"	"unknown"	1694.0	41.43964872291482
"GPR174"	"unknown"	1258.0	41.49443561208267
"ITM2A"	"unknown"	1768.0	42.609535000839344
"TBX22"	"unknown"	2265.75	41.61550397993577
"CHMP1B2P"	"unknown"	6767.0	40.6975025860795
"FAM46D"	"unknown"	3068.0	34.6452198342822
"BRWD3"	"unknown"	12793.0	37.69248807941843
"HMGN5"	"unknown"	2126.0	33.819379115710255
"SH3BGRL"	"unknown"	2062.0	37.63336566440349
"POU3F4"	"unknown"	1507.0	55.341738553417386
"CYLC1"	"unknown"	1254.5	37.46335072062495
"RPS6KA6"	"unknown"	8205.0	34.795856185252894
"MIR548I4"	"unknown"	77.0	36.36363636363637
"HDX"	"unknown"	6249.666666666667	36.27927000836804
"UBE2DNL"	"unknown"	740.0	59.45945945945946
"APOOL"	"unknown"	6467.0	37.436214628111955
"SATL1"	"unknown"	2152.0	49.721189591078065
"LOC101928128"	"unknown"	726.0	36.225895316804404
"ZNF711"	"unknown"	4167.0	37.58099352051836
"POF1B"	"unknown"	2972.5	39.93635463326702
"MIR1321"	"unknown"	79.0	31.645569620253166
"CHM"	"unknown"	4139.5	36.36302368670831
"MIR361"	"unknown"	72.0	41.666666666666664
"DACH2"	"unknown"	2215.0	46.2674157230912
"KLHL4"	"unknown"	4201.0	41.412720110429476
"CPXCR1"	"unknown"	1610.0	37.70198310863864
"TGIF2LX"	"unknown"	847.0	52.65643447461629
"PABPC5-AS1"	"unknown"	401.0	47.880299251870326
"PABPC5"	"unknown"	3447.0	39.338555265448214
"PCDH11X"	"unknown"	8313.333333333334	37.992348023438
"NAP1L3"	"unknown"	2758.0	42.74836838288615
"FAM133A"	"unknown"	3362.5	34.83847818902194
"MIR548M"	"unknown"	86.0	32.55813953488372
"BRDTP1"	"unknown"	817.0	36.352509179926564
"DIAPH2"	"unknown"	4382.5	41.6724584369511
"RPA4"	"unknown"	1544.0	46.50259067357513
"DIAPH2-AS1"	"unknown"	977.0	45.1381780962129
"XRCC6P5"	"unknown"	2175.0	47.03448275862069
"PCDH19"	"unknown"	9661.0	49.50517038606555
"TNMD"	"unknown"	1348.0	42.359050445103854
"TSPAN6"	"unknown"	3876.2	39.00077223273671
"SRPX2"	"unknown"	2190.0	50.730593607305934
"SYTL4"	"unknown"	3836.6666666666665	46.27192385472674
"CSTF2"	"unknown"	2407.0	49.48299049776489
"NOX1"	"unknown"	2443.0	43.781745295335774
"XKRX"	"unknown"	2851.0	47.49210803226938
"ARL13A"	"unknown"	1326.0	41.29224736818551
"TRMT2B"	"unknown"	3243.25	49.50783060056323
"TMEM35"	"unknown"	2070.0	44.8792270531401
"CENPI"	"unknown"	2563.0	41.12368318376902
"DRP2"	"unknown"	6976.5	50.66415794117883
"TAF7L"	"unknown"	2271.0	42.64367615236531
"TIMM8A"	"unknown"	997.0	50.314956079519185
"BTK"	"unknown"	2542.0	46.679341423338066
"RPL36A"	"unknown"	1621.0	43.14708219693746
"RPL36A-HNRNPH2"	"unknown"	2597.5	43.562293051513635
"GLA"	"unknown"	1418.0	47.95486600846262
"HNRNPH2"	"unknown"	2386.0	42.81224529945757
"ARMCX4"	"unknown"	6210.833333333333	43.32195277728639
"ARMCX1"	"unknown"	2133.0	45.56962025316456
"ARMCX6"	"unknown"	1502.4	50.70332291623919
"ARMCX3"	"unknown"	3360.0	40.79189166752784
"RNU6-30P"	"unknown"	107.0	44.85981308411215
"ARMCX2"	"unknown"	2839.0	49.66415938532051
"NXF5"	"unknown"	1837.5	46.35573417486319
"ZMAT1"	"unknown"	3842.0	39.61938655642808
"TCEAL2"	"unknown"	1101.0	50.04541326067211
"TCEAL6"	"unknown"	1532.0	46.99738903394256
"BEX5"	"unknown"	840.0	45.294678221507496
"TCP11X2"	"unknown"	1747.0	47.96794504865484
"NXF2B"	"unknown"	2401.0	49.02124114952103
"NXF2"	"unknown"	2401.0	49.02124114952103
"TMSB15A"	"unknown"	666.0	41.591591591591595
"NXF4"	"unknown"	3615.0	47.053941908713696
"ARMCX5"	"unknown"	2788.5	43.65951778683105
"ARMCX5-GPRASP2"	"unknown"	3940.0	47.10659898477157
"GPRASP1"	"unknown"	5910.5	46.15015901848195
"GPRASP2"	"unknown"	3831.8	48.60344348923057
"BHLHB9"	"unknown"	4026.5	41.98508107676666
"LINC00630"	"unknown"	2117.0	41.284837033538025
"RAB40AL"	"unknown"	1029.0	56.65694849368319
"BEX1"	"unknown"	862.0	50.928074245939676
"NXF3"	"unknown"	1896.0	49.26160337552743
"BEX4"	"unknown"	1240.5	43.748820845244154
"TCEAL8"	"unknown"	1175.5	39.0373047401316
"TCEAL5"	"unknown"	1166.0	50.343053173241856
"BEX2"	"unknown"	973.25	51.635892660566796
"TCEAL7"	"unknown"	1184.0	39.611486486486484
"WBP5"	"unknown"	1048.0	36.43201240860249
"NGFRAP1"	"unknown"	1018.5	47.97380186973173
"RAB40A"	"unknown"	1346.0	53.64041604754829
"LOC105373300"	"unknown"	611.5	49.16866330729642
"TCEAL4"	"unknown"	1402.0	44.92210969325796
"TCEAL3"	"unknown"	1119.0	54.15561545372866
"TCEAL1"	"unknown"	1202.0	42.31772460978191
"MORF4L2"	"unknown"	1941.75	41.7022709257561
"MORF4L2-AS1"	"unknown"	2870.0	41.045296167247386
"GLRA4"	"unknown"	1756.0	52.0812323792036
"TMEM31"	"unknown"	732.0	43.5792349726776
"PLP1"	"unknown"	2995.0	42.65340035967893
"RAB9B"	"unknown"	3799.0	40.19478810213214
